Type,St,Rest_Area,Rte,MP,Mun,Co,Lat,Long,Total_Spac,Truck_Spac,Hours,Limit,Comment,Rest_Stop
Public,VT,Putney North Parking Area,I-91N,23.0,Putney,Windham,43.0155,-72.4723,3.0,3.0,No limit,No limit,,Putney North Parking Area
Public,VT,Westminster South Parking Area,I-91S,23.0,Westminster,Windham,43.024,-72.4725,24.0,4.0,No limit,No limit,,Westminster South Parking Area
Public,MI,Walker,I-96E,25.0,Bristol,Kent,43.025541,-85.780201,27.0,9.0,24/7,no posted limit,,Walker
Public,WY,Waltman RA,US20/US26,50.0,,Natrona,43.075149,-107.245241,50.0,20.0,,,,Waltman RA
Public,WI,Rest Area #13,I-94E,261.0,Lake Mills,Jefferson,43.086285,-88.874931,131.0,28.0,24/7/365,24,,Rest Area #13
Public,WI,Rest Area #14,I-94W,263.0,Johnson Creek,Jefferson,43.086497,-88.823433,92.0,30.0,24/7/365,24,,Rest Area #14
Public,MI,Fruitport,I-96W,8.0,Spring Lake,Ottawa,43.093485,-86.09842,83.0,18.0,24/7,no posted limit,,Fruitport
Public,NH,Hooksett Welcome Center South,I-93S,31.0,Hooksett,Merrimack,43.1088,-71.476964,310.0,6.0,24,24,,Hooksett Welcome Center South
Public,NH,Hooksett Welcome Center North,I-93N,31.0,Hooksett,Merrimack,43.110439,-71.475698,380.0,6.0,24,24,,Hooksett Welcome Center North
Public,ME,NHS Rest Stop or Truck Facility 9,I-95 N,0.0,Kittery,York,43.1285642348,-70.7176449771,0.0,75.0,24-7,24,,NHS Rest Stop or Truck Facility 9
Public,MI,Dodge Road,I-75N,129.0,Clio,Genesee,43.156311,-83.762405,129.0,41.0,24/7,no posted limit,,Dodge Road
Public,MI,Clio,I-75S,129.0,Clio,Genesee,43.158016,-83.767719,88.0,21.0,24/7,no posted limit,,Clio
Public,OR,Beaver Marsh  N,US 097,206.5,,,43.172368,-121.786268,21.0,6.0,,,,Beaver Marsh  N
Public,OR,Beaver Marsh  S,US 097,207.5,,,43.177495,-121.785984,21.0,6.0,,,,Beaver Marsh  S
Public,VT,Springfield North Parking Area,I-91N,39.0,Springfield,Windsor,43.2332,-72.4474,8.0,8.0,No limit,No limit,,Springfield North Parking Area
Public,VT,Springfield South Parking Area,I-91S,39.0,Springfield,Windsor,43.235,-72.4483,8.0,8.0,No limit,No limit,,Springfield South Parking Area
Public,NY,Glens Falls (North),I-87N,43.0,Queensbury,Warren,43.272607,-73.674793,43.0,16.0,24,8*,,Glens Falls (North)
Public,NY,Glens Falls (South),I-87S,43.0,Queensbury,Warren,43.2744,-73.67656,43.0,15.0,24,8*,,Glens Falls (South)
Public,WY,NHS Rest Stop or Truck Facility 31,I-25N,218.0,,Natrona,43.275556,-106.391111,15.0,15.0,,,,
Public,WY,NHS Rest Stop or Truck Facility 32,I-25S,218.0,,Natrona,43.275556,-106.391111,15.0,15.0,,,,
Public,WY,Cheyenne River,Hwy59,43.0,,Converse,43.321428,-105.352224,15.0,5.0,,,,Cheyenne River
Public,NH,Sutton Rest Area,I-89S,26.0,Sutton,Merrimack,43.339671,-71.910059,74.0,16.0,24,24,,Sutton Rest Area
Public,MI,Ithaca,US127N,121.0,Ithaca,Gratiot,43.352839,-84.600166,57.0,14.0,24/7,no posted limit,,Ithaca
Public,MI,Muskegon,US31S,124.0,,Muskegon,43.35342,-86.255202,65.0,14.0,24/7,no posted limit,,Muskegon
Public,NH,Canterbury Rest Area,I-93N,51.0,Canterbury,Merrimack,43.372262,-71.608028,101.0,15.0,24,24,,Canterbury Rest Area
Public,ME,NHS Rest Stop or Truck Facility 18,I-95 S,0.0,Kennebunk,York,43.4100215284,-70.5609923775,0.0,40.0,24-7,24,,NHS Rest Stop or Truck Facility 18
Public,ME,NHS Rest Stop or Truck Facility 17,I-95 N,0.0,Kennebunk,York,43.4103785125,-70.5582399916,0.0,37.0,24-7,24,,NHS Rest Stop or Truck Facility 17
Public,WI,Rest Area #12,I-39N,113.0,Poynette,Columbia,43.425679,-89.477863,201.0,63.0,24/7/365,24,,Rest Area #12
Public,WI,Rest Area #11,I-39S/I-90/I-94,113.0,Portage,Columbia,43.429215,-89.482026,192.0,68.0,24/7/365,24,,Rest Area #11
Public,IA,NHS Rest Stop or Truck Facility 16,I-35S,214.0,Silver Lake,Worth,43.445533,-93.354162,134.0,34.0,24/7,24,,NHS Rest Stop or Truck Facility 16
Public,MI,Morley,US131,122.0,Amble,Montcalm,43.459577,-85.476186,74.0,19.0,24/7,no posted limit,,Morley
Public,NH,Springfield Rest Area,I-89N,0.0,Springfield,Sullivan,43.4679,-72.1018,65.0,10.0,24,24,,Springfield Rest Area
Public,OR,Cabin Creek N,I-5,142.83,,,43.469647,-123.315585,33.0,8.0,,,,Cabin Creek N
Public,OR,Cabin Creek S,I-5,143.83,,,43.476513,-123.320846,33.0,8.0,,,,Cabin Creek S
Public,ID,Blacks Creek E,I-84E,62.0,Boise,Ada,43.477911,-116.107023,44.0,34.0,24/7,10,,Blacks Creek E
Public,ID,Blacks Creek W,I-84W,62.0,Boise,Ada,43.478784,-116.105564,43.0,28.0,24/7,10,,Blacks Creek W
Public,MI,Rothbury,US31N,135.0,Montague,Oceana,43.484415,-86.360113,72.0,20.0,24/7,no posted limit,,Rothbury
Public,NH,Sanbornton Rest Area,I-93S,61.0,Sanbornton,Belknap,43.491553,-71.598801,55.0,9.0,24,24,,Sanbornton Rest Area
Public,MN,Albert Lea Travel Information Center,I-35N,1.0,Albert Lea,Freeborn,43.516192,-93.352803,106.0,30.0,24 hours/day,10 hours/day,,Albert Lea Travel Information Center
Public,MI,Bay City,I-75S,158.0,Kochville,Bay,43.528256,-83.943765,100.0,33.0,24/7,no posted limit,,Bay City
Public,VT,Clarendon North Parking Area,US7S,2.0,Clarendon,Rutland,43.529,-72.9609,3.0,3.0,No limit,No limit,,Clarendon North Parking Area
Public,VT,Clarendon South Parking Area,U007-S,2.0,Clarendon,Rutland,43.5299,-72.9615,3.0,3.0,No limit,No limit,,Clarendon South Parking Area
Public,OR,Sage Hen E(W),US 020,114.11,,,43.532691,-119.320481,32.0,8.0,,,,Sage Hen E(W)
Public,WI,Rest Area #64,US41N,82.0,Theresa,Dodge,43.55756,-88.427324,61.0,12.0,24/7/365,24,,Rest Area #64
Public,WI,Rest Area #63,US41S,83.0,Lomira,Dodge,43.561408,-88.431712,68.0,22.0,24/7/365,24,,Rest Area #63
Public,MN,Worthington Travel Information Center,MN60,5.0,Worthington,Nobles,43.566835,-95.651951,40.0,9.0,24 hours/day,10 hours/day,,Worthington Travel Information Center
Public,VT,Fair Haven Welcome Center,US4,0.0,Fair Haven,Rutland,43.5862,-73.2922,15.0,2.0,No limit,No limit,,Fair Haven Welcome Center
Public,VT,Fair Haven Weigh Station,US4E,0.0,Fair Haven,Rutland,43.5871,-73.29,0.0,0.0,No limit,No limit,,Fair Haven Weigh Station
Public,SD,NHS Rest Stop or Truck Facility 15,I-90E,412.0,Valley Springs,Minnehaha,43.607376,-96.462518,65.0,24.0,All,10,,NHS Rest Stop or Truck Facility 15
Public,SD,Beavercreek Travel Information Center,I-90E,412.0,"Valley Springs, SD",Minnehaha,43.607464,-96.462086,62.0,22.0,24 hours/day,10 hours/day,,Beavercreek Travel Information Center
Public,SD,NHS Rest Stop or Truck Facility 23,I-90W,412.0,Valley Springs,Minnehaha,43.61,-96.462518,35.0,0.0,All,10,,NHS Rest Stop or Truck Facility 23
Public,SD,NHS Rest Stop or Truck Facility 28,I-90W,412.0,Valley Springs POE,Minnehaha,43.61,-96.462518,7.0,7.0,All,10,,NHS Rest Stop or Truck Facility 28
Public,VT,Ira Parking Area,US4W,11.0,Ira,Rutland,43.6139,-73.0987,15.0,2.0,No limit,No limit,,Ira Parking Area
Public,VT,Hartford South Rest Area,I-91S,68.0,Hartford,Windsor,43.6215,-72.3487,68.0,10.0,No limit,No limit,,Hartford South Rest Area
Public,MN,Clear Lake,I-90E,69.0,Jackson,Jackson,43.635329,-95.083204,34.0,7.0,24 hours/day,10 hours/day,,Clear Lake
Public,MN,Adrian EB,I-90E,24.0,Adrian,Nobles,43.637418,-95.981535,63.0,6.0,24 hours/day,10 hours/day,,Adrian EB
Public,MN,Adrian WB,I-90W,25.0,Adrian,Nobles,43.638653,-95.966906,27.0,6.0,24 hours/day,10 hours/day,,Adrian WB
Public,MN,Des Moines River,I-90W,72.0,Jackson,Jackson,43.640632,-95.020183,36.0,9.0,24 hours/day,10 hours/day,,Des Moines River
Public,OR,Buchanan Springs E(W),US 020,155.89,,,43.648252,-118.612348,12.0,2.0,,,,Buchanan Springs E(W)
Public,MI,Rockford,US131S,99.0,Paris,Kent,43.648783,-85.520427,89.0,26.0,24/7,no posted limit,,Rockford
Public,NH,Lebanon Rest Area,I-89S,57.0,Lebanon,Grafton,43.6488,-72.2612,58.0,8.0,24,24,,Lebanon Rest Area
Public,MI,Big Rapids,US131S,136.0,,Mecosta,43.648823,-85.520156,96.0,24.0,24/7,no posted limit,,Big Rapids
Public,MI,Hart,US31S,147.0,Mears,Oceana,43.651197,-86.39686,76.0,12.0,24/7,no posted limit,,Hart
Public,MN,Blue Earth EB,I-90E,119.0,Blue Earth,Faribault,43.659784,-94.112265,57.0,10.0,24 hours/day,10 hours/day,,Blue Earth EB
Public,MN,Oakland Woods,I-90W,171.0,Oakland,Freeborn,43.661266,-93.114087,51.0,10.0,24 hours/day,10 hours/day,,Oakland Woods
Public,MN,Blue Earth WB,I-90W,119.0,Blue Earth,Faribault,43.663672,-94.117813,53.0,11.0,24 hours/day,10 hours/day,,Blue Earth WB
Public,SD,NHS Rest Stop or Truck Facility 14,I-90E,362.0,Salem,McCook,43.665869,-97.422004,44.0,16.0,All,10,,NHS Rest Stop or Truck Facility 14
Public,SD,NHS Rest Stop or Truck Facility 22,I-90W,362.0,Salem,McCook,43.66711,-97.415241,71.0,16.0,All,10,,NHS Rest Stop or Truck Facility 22
Public,MN,Hayward,I-90E,162.0,Hayward,Freeborn,43.669474,-93.284127,41.0,11.0,24 hours/day,10 hours/day,,Hayward
Public,SD,NHS Rest Stop or Truck Facility 38,I-90E,336.0,Hanson co portable scale site,Hanson,43.695,-97.931,0.0,0.0,All,24,,NHS Rest Stop or Truck Facility 38
Public,SD,NHS Rest Stop or Truck Facility 39,I-90W,337.0,Hanson co portable scale site,Hanson,43.695,-97.92,0.0,0.0,All,24,,NHS Rest Stop or Truck Facility 39
Public,SD,NHS Rest Stop or Truck Facility 13,I-90E,300.0,White Lake,Aurora,43.708135,-98.626344,42.0,10.0,All,10,,NHS Rest Stop or Truck Facility 13
Public,SD,NHS Rest Stop or Truck Facility 21,I-90W,301.0,White Lake,Aurora,43.708795,-98.616303,42.0,10.0,All,10,,NHS Rest Stop or Truck Facility 21
Public,WY,NHS Rest Stop or Truck Facility 5,I-25,254.0,Kaycee,Johnson,43.716915,-106.644799,0.0,8.0,,,,NHS Rest Stop or Truck Facility 5
Public,VT,Sharon Rest Area,I-89N,8.0,Sharon,Windsor,43.7273,-72.4258,60.0,7.0,No limit,No limit,,Sharon Rest Area
Public,SD,NHS Rest Stop or Truck Facility 36,I-90E,292.0,Aurora co portable scale site,Aurora,43.737,-98.786,0.0,0.0,All,24,,NHS Rest Stop or Truck Facility 36
Public,SD,NHS Rest Stop or Truck Facility 37,I-90W,293.0,Aurora co portable scale site,Aurora,43.738,-98.786,0.0,0.0,All,24,,NHS Rest Stop or Truck Facility 37
Public,WI,Rest Area #10,I-90W/I-94,75.0,Mauston,Juneau,43.751032,-89.948941,101.0,25.0,24/7/365,24,,Rest Area #10
Public,WI,Rest Area #9,I-90/I-94E,74.0,Lyndon Station,Juneau,43.76153,-89.97402,77.0,23.0,24/7/365,24,,Rest Area #9
Public,MI,Linwood,I-75N,175.0,Linwood,Bay,43.761811,-84.017584,133.0,21.0,24/7,no posted limit,,Linwood
Public,WY,NHS Rest Stop or Truck Facility 1,Hwy387,150.0,Wright,Campbell,43.762965,-105.483166,35.0,5.0,,,,NHS Rest Stop or Truck Facility 1
Public,SD,NHS Rest Stop or Truck Facility 12,I-90E,264.0,Chamberlain,Brule,43.786067,-99.339279,83.0,28.0,All,10,,NHS Rest Stop or Truck Facility 12
Public,ME,NHS Rest Stop or Truck Facility 12,I-295 N,0.0,Yarmouth,Cumberland,43.8099260232,-70.1618112407,60.0,8.0,24-7,24,,NHS Rest Stop or Truck Facility 12
Public,MN,High Forest,I-90E,202.0,Stewartville,Mower,43.811293,-92.581379,85.0,18.0,24 hours/day,10 hours/day,,High Forest
Public,OR,Brothers Oasis W(E),US 020,42.82,,,43.813439,-120.599073,22.0,7.0,,,,Brothers Oasis W(E)
Public,ME,NHS Rest Stop or Truck Facility 16,I-95 S,0.0,Gray,Cumberland,43.81756,-70.320008,0.0,6.0,24-7,24,,NHS Rest Stop or Truck Facility 16
Public,ME,NHS Rest Stop or Truck Facility 15,I-95 N,0.0,Gray,Cumberland,43.8245642521,-70.3199652639,0.0,6.0,24-7,24,,NHS Rest Stop or Truck Facility 15
Public,SD,NHS Rest Stop or Truck Facility 18,I-90W,137.0,Cactus Flats,Jackson,43.838721,-101.777021,32.0,10.0,All,10,,NHS Rest Stop or Truck Facility 18
Public,SD,NHS Rest Stop or Truck Facility 10,I-90E,165.0,Belvidere,Jackson,43.842553,-101.231946,53.0,12.0,All,10,,NHS Rest Stop or Truck Facility 10
Public,OR,Gettings Creek N,I-5,178.07,,,43.850056,-123.020601,35.0,8.0,,,,Gettings Creek N
Public,MI,Clare WC,US127NS,160.0,,Clare,43.850784,-84.776944,172.0,48.0,24/7,no posted limit,,Clare WC
Public,OR,Gettings Creek S,I-5,179.07,,,43.852205,-123.021131,37.0,8.0,,,,Gettings Creek S
Public,SD,NHS Rest Stop or Truck Facility 24,I-90E,129.0,Cactus Flats,Jackson,43.853,-101.929,37.0,15.0,All,10,,NHS Rest Stop or Truck Facility 24
Public,SD,NHS Rest Stop or Truck Facility 19,I-90W,166.0,Belvidere,Jackson,43.853763,-101.204327,53.0,12.0,All,10,,NHS Rest Stop or Truck Facility 19
Public,WI,Rest Area #31,I-90E,1.0,La Crosse,La Crosse,43.85948,-91.27815,56.0,19.0,24/7/365,24,,Rest Area #31
Public,MN,Dresbach Travel Information Center,I-90E,275.0,Dresbach,Winona,43.859489,-91.304756,153.0,6.0,24 hours/day,10 hours/day,,Dresbach Travel Information Center
Public,MI,Ludington,US31N,163.0,,Mason,43.868422,-86.415345,102.0,10.0,24/7,no posted limit,,Ludington
Public,SD,NHS Rest Stop or Truck Facility 41,I-29N,102.0,Moody co scale site/rest stop,Moody,43.873,-96.757,0.0,0.0,All,24,,NHS Rest Stop or Truck Facility 41
Public,SD,NHS Rest Stop or Truck Facility 42,I-29S,103.0,Moody co scale site/rest stop,Moody,43.883,-96.759,0.0,0.0,All,24,,NHS Rest Stop or Truck Facility 42
Public,SD,NHS Rest Stop or Truck Facility 32,I-90E,188.0,Gumbo Rdige,Jones,43.886,-100.803,53.0,12.0,All,24,,NHS Rest Stop or Truck Facility 32
Public,SD,NHS Rest Stop or Truck Facility 33,I-90E,189.0,Gumbo Ridge,Jones,43.887,-100.787,53.0,12.0,All,24,,NHS Rest Stop or Truck Facility 33
Public,SD,NHS Rest Stop or Truck Facility 34,I-90E,194.0,Jones co portable scale site,Jones,43.889,-100.674,0.0,0.0,All,24,,NHS Rest Stop or Truck Facility 34
Public,SD,NHS Rest Stop or Truck Facility 35,I-90W,194.0,Jones co portable scale site,Jones,43.89,-100.675,0.0,0.0,All,24,,NHS Rest Stop or Truck Facility 35
Public,WI,Rest Area #15,I-90E,20.0,Bangor,Monroe,43.89878,-90.9197,65.0,16.0,24/7/365,24,,Rest Area #15
Public,SD,NHS Rest Stop or Truck Facility 20,I-90W,221.0,Vivian,Lyman,43.899152,-100.147708,46.0,12.0,All,10,,NHS Rest Stop or Truck Facility 20
Public,NY,Watertown,I-81S,43.0,Honeyville,Jefferson,43.90209,-75.984621,41.0,8.0,24,8*,,Watertown
Public,WI,Rest Area #16,I-90W,21.0,Sparta,Monroe,43.9107,-90.87253,58.0,16.0,24/7/365,24,,Rest Area #16
Public,SD,NHS Rest Stop or Truck Facility 11,I-90E,218.0,Vivian,Lyman,43.911605,-100.200215,46.0,12.0,All,10,,NHS Rest Stop or Truck Facility 11
Public,VT,Randolph South Parking Area,I-89S,29.0,Randolph,Orange,43.9268,-72.6178,12.0,12.0,No limit,No limit,,Randolph South Parking Area
Public,MN,Enterprise,I-90E,244.0,Lewiston,Winona,43.933604,-91.852312,53.0,14.0,24 hours/day,10 hours/day,,Enterprise
Public,WI,Rest Area #82,I-39N,117.0,Westfield,Marquette,43.94437,-89.48425,78.0,30.0,24/7/365,24,,Rest Area #82
Public,MN,Marion,I-90W,222.0,Marion,Olmsted,43.956479,-92.284973,73.0,27.0,24 hours/day,10 hours/day,,Marion
Public,MN,Watonwan River,MN60,73.0,St James,Watonwan,43.978487,-94.517612,70.0,13.0,24 hours/day,10 hours/day,,Watonwan River
Public,WI,Rest Area #81,I-39S,120.0,Coloma,Marquette,43.9821,-89.49773,78.0,20.0,24/7/365,24,,Rest Area #81
Public,VT,Randolph South Rest Area,I-89S,33.0,Randolph,Orange,43.9831,-72.6292,23.0,5.0,No limit,No limit,,Randolph South Rest Area
Public,MN,Straight River SB,I-35S,35.0,Hope,Steele,43.986492,-93.257605,45.0,13.0,24 hours/day,10 hours/day,,Straight River SB
Public,MN,Straight River NB,I-35N,35.0,Hope,Steele,43.987615,-93.252644,42.0,15.0,24 hours/day,10 hours/day,,Straight River NB
Public,WY,NHS Rest Stop or Truck Facility 33,I-25N,274.0,,Johnson,43.995278,-106.645833,5.0,5.0,,,,
Public,WY,NHS Rest Stop or Truck Facility 34,I-25S,274.0,,Johnson,43.995278,-106.645833,5.0,5.0,,,,
Public,NY,High Peaks (North),I-87N,99.0,North Hudson,Essex,44.013789,-73.705183,48.0,20.0,24,8*,,High Peaks (North)
Public,VT,Bradford North Rest Area,I-91N,100.0,Bradford,Orange,44.0158,-72.1201,24.0,4.0,No limit,No limit,,Bradford North Rest Area
Public,NY,High Peaks (South),I-87S,99.0,North Hudson,Essex,44.016874,-73.704474,59.0,26.0,24,8*,,High Peaks (South)
Public,VT,Bradford South Parking Area,I-91S,100.0,Bradford,Orange,44.018,-72.1207,24.0,4.0,No limit,No limit,,Bradford South Parking Area
Public,OR,Ontario W only,I-84,377.36,,,44.047166,-116.974246,59.0,23.0,,,,Ontario W only
Public,SD,NHS Rest Stop or Truck Facility 9,I-90E,98.0,Wasta,Pennington,44.062716,-102.440247,50.0,16.0,All,10,,NHS Rest Stop or Truck Facility 9
Public,SD,NHS Rest Stop or Truck Facility 17,I-90W,99.0,Wasta,Pennington,44.064453,-102.434843,50.0,16.0,All,10,,NHS Rest Stop or Truck Facility 17
Public,NH,North Conway Rest Area,Rt. 16E,0.0,North Conway,Carroll,44.0785,-71.1395,48.0,4.0,24,24,,North Conway Rest Area
Public,NY,Orleans,I-81N,49.0,Calcium,Jefferson,44.082065,-75.915284,32.0,11.0,24,8*,,Orleans
Public,MI,Alger,I-75S,201.0,Alger,Arenac,44.11224,-84.119357,86.0,26.0,24/7,no posted limit,,Alger
Public,SD,NHS Rest Stop or Truck Facility 30,i-90E,69.0,Pennington co portable scale site,Pennington,44.117,-103.016,0.0,0.0,All,24,,NHS Rest Stop or Truck Facility 30
Public,SD,NHS Rest Stop or Truck Facility 29,I-90W,69.0,Pennington co portable scale site,Pennington,44.118,-103.016,0.0,0.0,All,24,,NHS Rest Stop or Truck Facility 29
Public,MI,Tustin,US131S,169.0,Tustin,Rustic,44.123848,-85.471074,83.0,6.0,24/7,no posted limit,,Tustin
Public,SD,NHS Rest Stop or Truck Facility 4,I-29N,121.0,Ward,Moody,44.155015,-96.756302,28.0,13.0,All,10,,NHS Rest Stop or Truck Facility 4
Public,NY,Parking Area,I-87N,111.0,New Russia,,44.162496,-73.581715,0.0,0.0,UL,NA,Unk Location,Parking Area
Public,VT,Ferrisburgh Parking Area,US7N,1.0,Ferrisburgh,Addison,44.182,-73.2428,0.0,0.0,No limit,No limit,,Ferrisburgh Parking Area
Public,MI,Cadillac,US131N,174.0,Cadillac,Wexford,44.18625,-85.42061,50.0,9.0,24/7,no posted limit,,Cadillac
Public,VT,Ryegate North Parking Area,I-91N,113.0,Ryegate,Caledonia,44.2016,-72.0692,24.0,4.0,No limit,No limit,,Ryegate North Parking Area
Public,ME,NHS Rest Stop or Truck Facility 13,"I-95, I-295",0.0,West Gardiner,Kennebec,44.2073284529,-69.827775429,0.0,45.0,24-7,24,,NHS Rest Stop or Truck Facility 13
Public,WY,Powder River RA,I-90,88.0,,Johnson,44.214343,-106.157707,0.0,6.0,,,,Powder River RA
Public,WI,Rest Area #53,I-94E,124.0,Millston,Jackson,44.227491,-90.706636,151.0,41.0,24/7/365,24,,Rest Area #53
Public,VT,Ryegate South Parking Area,I-91S,115.0,Ryegate,Caledonia,44.2305,-72.0702,43.0,8.0,No limit,No limit,,Ryegate South Parking Area
Public,MI,West Branch,I-75N,210.0,West Branch,Ogemaw,44.231314,-84.211426,57.0,11.0,24/7,no posted limit,,West Branch
Public,MI,Houghton Lake,US127N,187.0,Nellsville,Roscommon,44.232044,-84.799847,64.0,17.0,24/7,no posted limit,,Houghton Lake
Public,OR,Oak Grove N,I-5,206.06,,,44.235759,-123.060537,73.0,21.0,,,,Oak Grove N
Public,OR,Oak Grove S,I-5,207.06,,,44.237739,-123.061006,74.0,22.0,,,,Oak Grove S
Public,WI,Rest Area #54,I-94W,121.0,Jackson,Black River Falls,44.2439,-90.7322,179.0,43.0,24/7/365,24,,Rest Area #54
Public,WY,NHS Rest Stop or Truck Facility 60,I-90W,68.0,,Johnson,44.271461,-106.517039,5.0,5.0,,,,
Public,WY,Moorcroft RA,I-90,153.0,Moorcroft,Crook,44.275594,-104.973788,0.0,3.0,,,,Moorcroft RA
Public,WY,NHS Rest Stop or Truck Facility 63,I-90E,163.0,,Crook,44.278415,-104.773977,4.0,4.0,,,,
Public,WY,NHS Rest Stop or Truck Facility 64,I-90W,163.0,,Crook,44.278415,-104.773977,4.0,4.0,,,,
Public,SD,NHS Rest Stop or Truck Facility 16,I-90W,41.0,Tilford,Meade,44.282432,-103.423171,32.0,10.0,All,10,,NHS Rest Stop or Truck Facility 16
Public,SD,NHS Rest Stop or Truck Facility 8,I-90E,41.0,Tilford,Meade,44.283766,-103.426001,32.0,10.0,All,10,,NHS Rest Stop or Truck Facility 8
Public,WY,NHS Rest Stop or Truck Facility 61,I-90E,138.0,,Campbell,44.296976,-105.269203,10.0,10.0,,,,
Public,WY,NHS Rest Stop or Truck Facility 62,I-90W,138.0,,Campbell,44.296976,-105.269203,10.0,10.0,,,,
Public,WY,NHS Rest Stop or Truck Facility 65,I-90E,171.0,,Crook,44.300287,-104.624022,4.0,4.0,,,,
Public,WY,NHS Rest Stop or Truck Facility 66,I-90W,171.0,,Crook,44.300287,-104.624022,4.0,4.0,,,,
Public,VT,Barnet North Scenic Turnout,I-91N,121.0,Barnet,Caledonia,44.3083,-72.0355,20.0,0.0,No limit,No limit,,Barnet North Scenic Turnout
Public,SD,NHS Rest Stop or Truck Facility 25,I-90E,39.0,Tilford POE,Meade,44.318,-103.438,0.0,0.0,All,10,,NHS Rest Stop or Truck Facility 25
Public,WI,Rest Area #51,I-43S,168.0,Maribel,Manitowoc,44.318244,-87.815319,67.0,20.0,24/7/365,24,,Rest Area #51
Public,WI,Rest Area #52,I-43N,168.0,Denmark,Manitowoc,44.3187,-87.80733,67.0,20.0,24/7/365,24,,Rest Area #52
Public,WY,NHS Rest Stop or Truck Facility 68,I-90E,175.0,,Crook,44.319721,-104.519672,5.0,5.0,,,,
Public,VT,Charlotte Parking Area,US7N,4.0,Charlotte,Chittenden,44.3247,-73.2428,0.0,0.0,No limit,No limit,,Charlotte Parking Area
Public,WY,NHS Rest Stop or Truck Facility 67,I-90W,175.0,,Crook,44.324801,-104.53047,5.0,5.0,,,,
Public,NH,Littleton Rest Area,I-93,0.0,Littleton,Grafton,44.3268,-71.8725,52.0,10.0,24,24,,Littleton Rest Area
Public,WY,NHS Rest Stop or Truck Facility 58,I-90E,60.0,,Johnson,44.339175,-106.631005,5.0,5.0,,,,
Public,WY,NHS Rest Stop or Truck Facility 59,I-90W,60.0,,Johnson,44.34077,-106.63455,5.0,5.0,,,,
Public,VT,Waterbury North Parking Area,I-89N,65.0,Waterbury,Washington,44.3555,-72.787,26.0,3.0,No limit,No limit,,Waterbury North Parking Area
Public,VT,Waterford North Rest Area,I-93N,1.0,Waterford,Caledonia,44.361,-71.8978,24.0,4.0,No limit,No limit,,Waterford North Rest Area
Public,VT,Waterbury South Parking Area,I-89S,66.0,Waterbury,Washington,44.3611,-72.8092,26.0,3.0,No limit,No limit,,Waterbury South Parking Area
Public,MI,Nine Mile Hill,I-75S,235.0,Roscommon,Roscommon,44.394463,-84.600644,86.0,11.0,24/7,no posted limit,,Nine Mile Hill
Public,ME,NHS Rest Stop or Truck Facility 14,I-95 S,0.0,Sidney,Kennebec,44.4032430438,-69.7520166675,0.0,6.0,24-7,24,,NHS Rest Stop or Truck Facility 14
Public,WY,Sundance RA,I-90,189.0,Sundance,Crook,44.414066,-104.340801,28.0,6.0,,,,
Public,VT,Williston South Rest Area,I-89S,82.0,Williston,Chittenden,44.4347,-73.0787,40.0,11.0,No limit,No limit,,Williston South Rest Area
Public,VT,Williston North Rest Area,I-89N,82.0,Williston,Chittenden,44.4362,-73.0787,40.0,11.0,No limit,No limit,,Williston North Rest Area
Public,MN,Heath Creek,I-35N,68.0,Dundas,Rice,44.450807,-93.2896,68.0,21.0,24 hours/day,10 hours/day,,Heath Creek
Public,MN,Minnesota Valley,US169,80.0,Le Sueur,Le Sueur,44.488301,-93.875942,72.0,17.0,24 hours/day,10 hours/day,,Minnesota Valley
Public,OR,Weatherby W(E),I-84,335.97,,,44.495593,-117.365825,70.0,30.0,,,,Weatherby W(E)
Public,ME,NHS Rest Stop or Truck Facility 10,US 1,0.0,Sullivan,Hancock,44.5156760981,-68.186425913,10.0,1.0,24-7,24,,NHS Rest Stop or Truck Facility 10
Public,WY,NE Wyoming Info Center,I-90,199.0,,Crook,44.528357,-104.205186,52.0,12.0,,,,
Public,SD,NHS Rest Stop or Truck Facility 7,I-90E,1.0,Spearfish,Lawerence,44.545494,-104.034212,78.0,26.0,All,10,,NHS Rest Stop or Truck Facility 7
Public,MN,New Market,I-35S,75.0,Elko,Steele,44.550969,-93.301163,57.0,15.0,24 hours/day,10 hours/day,,New Market
Public,VT,Colchester North Weight Station,I-89N,95.0,Colchester,Chittenden,44.5571,-73.1823,12.0,12.0,No limit,No limit,,Colchester North Weight Station
Public,VT,Colchester South Weight Station,I-89S,95.0,Colchester,Chittenden,44.5577,-73.183,0.0,0.0,No limit,No limit,,Colchester South Weight Station
Public,VT,Lyndon South Rest Area,I-91S,140.0,Lyndon,Caledonia,44.5653,-72.0341,24.0,4.0,No limit,No limit,,Lyndon South Rest Area
Public,VT,Wheelock North Scenic Turnout,I-91N,142.0,Wheelock,Caledonia,44.5837,-72.0648,6.0,0.0,No limit,No limit,,Wheelock North Scenic Turnout
Public,WY,NHS Rest Stop or Truck Facility 57,I-90W,39.0,,Sheridan,44.597089,-106.840723,5.0,5.0,,,,
Public,NY,Valcour,I-87N,0.0,Harkness,Clinton,44.604446,-73.491827,35.0,27.0,24,8*,,Valcour
Public,NY,Parking Area,I-87S,0.0,Harkness,,44.605951,-73.491994,0.0,0.0,UL,NA,Unk Location,Parking Area
Public,MI,Grayling,I-75N,251.0,Lake Margrethe,Crawford,44.612492,-84.705183,118.0,23.0,24/7,no posted limit,,Grayling
